reservation_id,guest_id,stay_number,checkin_date,checkin_day,length_of_stay,lead_time_days,purpose,room_category,rate_type,nightly_rate,room_revenue,satisfaction_score,nps,rebooked_direct
R00945,G0182,6,2024-10-11,Friday,7,64,Leisure,Deluxe,BAR,179.38,1255.66,9.6,Promoter,True
R00946,G0182,7,2024-03-11,Wednesday,4,46,Bleisure,Suite,Package,349.59,1398.36,7.2,Passive,False
R00947,G0182,8,2024-03-13,Wednesday,3,60,Business,Junior Suite,Loyalty Rate,254.44,763.32,6.9,Detractor,False
R00948,G0182,9,2024-04-06,Saturday,2,55,Leisure,Deluxe,BAR,172.08,344.16,7.5,Passive,False
R00949,G0182,10,2024-04-12,Friday,4,82,Leisure,Junior Suite,Package,252.99,1011.96,8.1,Passive,False
R00950,G0183,1,2024-03-11,Friday,7,2,Leisure,Deluxe,OTA Rate,208.57,1459.99,6.5,Detractor,False
R00951,G0184,1,2024-05-07,Tuesday,5,27,Leisure,Junior Suite,Loyalty Rate,240.99,1204.95,8.2,Passive,False
R00952,G0184,2,2024-01-21,Thursday,3,90,Business,Suite,Package,367.5,1102.5,9.0,Promoter,True
R00953,G0184,3,2023-05-16,Sunday,7,42,Leisure,Suite,Loyalty Rate,348.55,2439.85,7.7,Passive,False
R00954,G0184,4,2024-08-04,Wednesday,2,84,Leisure,Suite,Loyalty Rate,371.74,743.48,9.9,Promoter,False
R00955,G0184,5,2024-08-03,Monday,3,20,Business,Suite,BAR,347.61,1042.83,8.6,Passive,True
R00956,G0184,6,2023-02-15,Monday,3,36,Leisure,Presidential Suite,Loyalty Rate,642.5,1927.5,9.6,Promoter,True
R00957,G0184,7,2024-03-20,Monday,2,79,Bleisure,Suite,BAR,373.78,747.56,9.0,Promoter,False
R00958,G0184,8,2024-11-23,Friday,2,84,Leisure,Deluxe,Loyalty Rate,176.57,353.14,9.1,Promoter,False
R00959,G0184,9,2023-10-23,Thursday,3,51,Business,Presidential Suite,BAR,638.97,1916.91,9.2,Promoter,True
R00960,G0184,10,2024-06-06,Saturday,4,67,Leisure,Suite,BAR,361.11,1444.44,9.1,Promoter,True
R00961,G0184,11,2023-11-19,Sunday,4,26,Bleisure,Standard,Loyalty Rate,138.17,552.68,9.2,Promoter,True
R00962,G0184,12,2024-02-18,Monday,4,56,Leisure,Presidential Suite,BAR,624.73,2498.92,9.8,Promoter,True
R00963,G0185,1,2023-01-21,Monday,5,29,Leisure,Suite,OTA Rate,388.97,1944.85,8.1,Passive,False
R00964,G0185,2,2023-04-05,Friday,2,30,Business,Junior Suite,OTA Rate,288.14,576.28,8.8,Passive,False
R00965,G0185,3,2024-12-21,Sunday,3,10,Leisure,Standard,OTA Rate,145.74,437.22,8.1,Passive,False
R00966,G0185,4,2023-11-28,Wednesday,3,9,Business,Suite,OTA Rate,391.43,1174.29,9.4,Promoter,True
R00967,G0185,5,2023-01-16,Saturday,3,14,Bleisure,Junior Suite,OTA Rate,264.02,792.06,7.7,Passive,False
R00968,G0185,6,2024-07-21,Wednesday,3,19,Business,Suite,OTA Rate,375.34,1126.02,9.6,Promoter,False
R00969,G0185,7,2023-01-16,Friday,6,18,Leisure,Suite,OTA Rate,400.03,2400.18,8.2,Passive,False
R00970,G0185,8,2023-05-02,Sunday,7,21,Leisure,Suite,OTA Rate,398.95,2792.65,7.1,Passive,False
R00971,G0185,9,2024-01-08,Thursday,2,6,Business,Junior Suite,OTA Rate,287.29,574.58,8.3,Passive,False
R00972,G0185,10,2024-08-06,Friday,7,20,Leisure,Junior Suite,OTA Rate,257.49,1802.43,7.7,Passive,False
R00973,G0185,11,2023-03-31,Friday,2,15,Business,Suite,OTA Rate,399.81,799.62,8.9,Passive,False
R00974,G0185,12,2023-07-11,Thursday,2,18,Bleisure,Presidential Suite,OTA Rate,712.24,1424.48,7.7,Passive,False
R00975,G0185,13,2024-08-08,Tuesday,2,26,Bleisure,Suite,OTA Rate,384.49,768.98,7.8,Passive,False
R00976,G0185,14,2023-11-18,Tuesday,5,15,Leisure,Junior Suite,OTA Rate,259.95,1299.75,6.7,Detractor,False
R00977,G0185,15,2023-05-22,Friday,3,26,Leisure,Deluxe,OTA Rate,197.1,591.3,7.8,Passive,False
R00978,G0185,16,2024-10-22,Thursday,6,23,Leisure,Suite,OTA Rate,415.84,2495.04,6.3,Detractor,False
R00979,G0185,17,2024-03-22,Wednesday,5,11,Bleisure,Suite,OTA Rate,370.94,1854.7,6.9,Detractor,False
R00980,G0185,18,2023-02-24,Sunday,4,24,Leisure,Suite,OTA Rate,380.9,1523.6,8.8,Passive,True
R00981,G0186,1,2024-07-20,Thursday,5,11,Leisure,Deluxe,OTA Rate,196.16,980.8,6.9,Detractor,False
R00982,G0187,1,2023-01-03,Tuesday,6,27,Leisure,Standard,OTA Rate,148.21,889.26,8.2,Passive,False
R00983,G0187,2,2023-02-20,Friday,6,9,Bleisure,Presidential Suite,OTA Rate,684.82,4108.92,7.4,Passive,False
R00984,G0187,3,2023-08-05,Thursday,5,17,Leisure,Deluxe,OTA Rate,197.57,987.85,8.2,Passive,False
R00985,G0187,4,2023-12-02,Sunday,4,2,Leisure,Deluxe,OTA Rate,196.54,786.16,8.2,Passive,False
R00986,G0187,5,2024-06-13,Saturday,7,8,Leisure,Deluxe,OTA Rate,208.79,1461.53,7.3,Passive,False
R00987,G0187,6,2023-03-16,Sunday,4,16,Leisure,Deluxe,OTA Rate,203.42,813.68,9.4,Promoter,False
R00988,G0187,7,2024-10-18,Sunday,3,19,Leisure,Junior Suite,OTA Rate,256.72,770.16,8.9,Passive,True
R00989,G0187,8,2024-04-19,Tuesday,7,11,Leisure,Deluxe,OTA Rate,185.17,1296.19,8.0,Passive,False
R00990,G0187,9,2023-02-14,Thursday,5,27,Leisure,Suite,OTA Rate,377.43,1887.15,8.2,Passive,False
R00991,G0187,10,2023-02-03,Saturday,6,22,Leisure,Standard,OTA Rate,155.62,933.72,8.4,Passive,False
R00992,G0187,11,2023-09-20,Sunday,7,29,Leisure,Suite,OTA Rate,407.81,2854.67,6.6,Detractor,False
R00993,G0187,12,2024-07-29,Saturday,4,26,Leisure,Suite,OTA Rate,391.37,1565.48,8.0,Passive,False
R00994,G0187,13,2024-08-30,Wednesday,5,5,Leisure,Suite,OTA Rate,381.55,1907.75,7.7,Passive,False
R00995,G0187,14,2024-04-28,Friday,7,20,Leisure,Suite,OTA Rate,393.78,2756.46,7.4,Passive,False
R00996,G0187,15,2023-05-25,Wednesday,7,3,Leisure,Junior Suite,OTA Rate,284.63,1992.41,8.0,Passive,False
R00997,G0187,16,2023-03-14,Tuesday,5,25,Business,Suite,OTA Rate,398.76,1993.8,9.6,Promoter,True
R00998,G0188,1,2023-07-07,Friday,1,14,Business,Deluxe,Corporate Rate,169.63,169.63,7.7,Passive,False
R00999,G0188,2,2023-09-05,Friday,2,19,Business,Standard,Corporate Rate,132.04,264.08,7.0,Passive,False
R01000,G0189,1,2024-07-12,Thursday,2,9,Business,Deluxe,Corporate Rate,163.56,327.12,7.3,Passive,False
R01001,G0190,1,2023-09-15,Sunday,6,38,Leisure,Deluxe,Promotional,198.54,1191.24,8.3,Passive,False
R01002,G0190,2,2023-08-22,Sunday,4,65,Bleisure,Suite,BAR,398.85,1595.4,8.2,Passive,False
R01003,G0190,3,2023-02-24,Friday,4,20,Bleisure,Deluxe,BAR,199.07,796.28,7.5,Passive,False
R01004,G0190,4,2023-03-23,Friday,3,86,Bleisure,Standard,Package,154.83,464.49,7.0,Passive,False
R01005,G0190,5,2024-07-07,Sunday,4,27,Leisure,Standard,Package,148.47,593.88,8.1,Passive,False
R01006,G0191,1,2023-01-29,Saturday,3,24,Leisure,Presidential Suite,BAR,717.26,2151.78,7.1,Passive,False
R01007,G0191,2,2024-02-02,Sunday,4,56,Bleisure,Suite,Package,405.69,1622.76,7.8,Passive,False
R01008,G0192,1,2024-02-03,Saturday,3,13,Bleisure,Junior Suite,OTA Rate,270.13,810.39,6.8,Detractor,False
R01009,G0192,2,2023-08-28,Sunday,4,22,Leisure,Deluxe,OTA Rate,183.1,732.4,7.4,Passive,False
R01010,G0193,1,2023-03-26,Wednesday,4,26,Leisure,Deluxe,OTA Rate,197.72,790.88,6.3,Detractor,False
R01011,G0193,2,2023-03-02,Friday,3,30,Business,Standard,OTA Rate,143.27,429.81,8.1,Passive,False
R01012,G0194,1,2023-12-12,Saturday,5,104,Leisure,Junior Suite,BAR,283.47,1417.35,7.4,Passive,False
R01013,G0194,2,2024-09-24,Friday,6,33,Leisure,Junior Suite,Package,300.39,1802.34,9.2,Promoter,True
R01014,G0194,3,2024-07-17,Tuesday,7,107,Business,Deluxe,BAR,195.93,1371.51,6.9,Detractor,False
R01015,G0195,1,2023-03-09,Sunday,2,22,Business,Deluxe,OTA Rate,208.17,416.34,7.7,Passive,False
R01016,G0195,2,2023-01-13,Friday,1,1,Business,Standard,OTA Rate,139.52,139.52,6.8,Detractor,False
R01017,G0196,1,2023-02-02,Friday,4,5,Bleisure,Deluxe,Corporate Rate,165.17,660.68,7.9,Passive,False
R01018,G0196,2,2024-09-20,Sunday,7,13,Leisure,Presidential Suite,Corporate Rate,602.3,4216.1,8.3,Passive,False
R01019,G0196,3,2023-06-28,Friday,3,14,Leisure,Suite,Corporate Rate,332.78,998.34,8.4,Passive,False
R01020,G0196,4,2023-02-16,Monday,1,16,Business,Presidential Suite,Corporate Rate,599.0,599.0,9.0,Promoter,False
R01021,G0196,5,2024-10-21,Wednesday,3,4,Business,Deluxe,Corporate Rate,166.9,500.7,9.1,Promoter,True
R01022,G0196,6,2023-09-27,Thursday,1,18,Business,Suite,Corporate Rate,346.91,346.91,8.2,Passive,False
R01023,G0196,7,2023-05-09,Sunday,3,21,Bleisure,Suite,Corporate Rate,331.44,994.32,8.7,Passive,False
R01024,G0196,8,2024-01-19,Monday,5,18,Bleisure,Suite,Corporate Rate,349.47,1747.35,10.0,Promoter,False
R01025,G0196,9,2023-12-09,Monday,3,14,Business,Suite,Corporate Rate,322.11,966.33,10.0,Promoter,True
R01026,G0196,10,2024-01-24,Monday,2,8,Business,Junior Suite,Corporate Rate,236.02,472.04,9.0,Promoter,True
R01027,G0196,11,2024-08-19,Monday,3,7,Business,Junior Suite,Corporate Rate,229.37,688.11,8.7,Passive,True
R01028,G0196,12,2023-04-08,Thursday,1,21,Business,Standard,Corporate Rate,132.54,132.54,8.8,Passive,True
R01029,G0196,13,2024-11-24,Tuesday,3,20,Business,Suite,Corporate Rate,335.72,1007.16,9.2,Promoter,True
R01030,G0196,14,2023-01-15,Friday,1,15,Business,Junior Suite,Corporate Rate,229.34,229.34,7.9,Passive,False
R01031,G0196,15,2023-05-20,Monday,3,13,Business,Presidential Suite,Corporate Rate,623.75,1871.25,8.5,Passive,True
R01032,G0196,16,2024-07-30,Sunday,2,13,Business,Presidential Suite,Corporate Rate,619.36,1238.72,7.4,Passive,False
R01033,G0196,17,2023-03-31,Thursday,2,12,Business,Deluxe,Corporate Rate,160.12,320.24,9.0,Promoter,False
R01034,G0196,18,2023-09-04,Thursday,1,3,Business,Presidential Suite,Corporate Rate,569.09,569.09,9.2,Promoter,True
R01035,G0196,19,2024-06-17,Tuesday,2,3,Business,Suite,Corporate Rate,324.23,648.46,8.3,Passive,False
R01036,G0196,20,2024-03-31,Thursday,1,10,Business,Suite,Corporate Rate,341.17,341.17,10.0,Promoter,True
R01037,G0196,21,2024-03-17,Wednesday,3,5,Bleisure,Junior Suite,Corporate Rate,248.6,745.8,7.7,Passive,False
R01038,G0196,22,2023-05-08,Friday,3,3,Business,Suite,Corporate Rate,341.77,1025.31,7.5,Passive,False
R01039,G0196,23,2024-03-20,Monday,2,9,Business,Suite,Corporate Rate,332.46,664.92,8.9,Passive,False
R01040,G0197,1,2024-08-25,Saturday,6,8,Bleisure,Suite,Corporate Rate,322.96,1937.76,9.2,Promoter,False
R01041,G0197,2,2023-02-15,Saturday,4,18,Bleisure,Suite,Corporate Rate,351.45,1405.8,10.0,Promoter,False
R01042,G0197,3,2023-08-10,Sunday,4,19,Business,Presidential Suite,Corporate Rate,592.72,2370.88,8.3,Passive,False
R01043,G0197,4,2023-06-26,Thursday,4,6,Bleisure,Presidential Suite,Corporate Rate,568.85,2275.4,9.6,Promoter,False
R01044,G0197,5,2024-05-03,Monday,4,12,Business,Suite,Corporate Rate,344.15,1376.6,8.7,Passive,False
R01045,G0197,6,2023-08-23,Saturday,5,5,Business,Junior Suite,Corporate Rate,236.79,1183.95,8.6,Passive,True
R01046,G0197,7,2023-08-05,Sunday,3,16,Bleisure,Presidential Suite,Corporate Rate,626.06,1878.18,9.4,Promoter,False
R01047,G0197,8,2024-12-28,Monday,3,7,Business,Standard,Corporate Rate,122.3,366.9,9.2,Promoter,True
R01048,G0197,9,2024-12-13,Friday,6,18,Business,Junior Suite,Corporate Rate,249.16,1494.96,7.4,Passive,False
R01049,G0197,10,2024-12-13,Thursday,3,7,Bleisure,Suite,Corporate Rate,335.88,1007.64,9.9,Promoter,False
R01050,G0197,11,2024-02-21,Monday,3,14,Business,Suite,Corporate Rate,342.94,1028.82,9.8,Promoter,False
R01051,G0197,12,2024-03-26,Tuesday,3,20,Business,Junior Suite,Corporate Rate,244.62,733.86,8.2,Passive,False
R01052,G0197,13,2024-12-01,Monday,3,16,Business,Suite,Corporate Rate,351.64,1054.92,9.0,Promoter,False
R01053,G0197,14,2023-03-17,Tuesday,3,8,Business,Suite,Corporate Rate,357.34,1072.02,9.1,Promoter,True
R01054,G0197,15,2023-01-30,Friday,7,11,Business,Deluxe,Corporate Rate,166.9,1168.3,8.9,Passive,True
R01055,G0197,16,2024-08-04,Friday,6,18,Business,Standard,Corporate Rate,120.03,720.18,8.3,Passive,False
R01056,G0197,17,2024-02-20,Tuesday,6,17,Business,Presidential Suite,Corporate Rate,620.5,3723.0,8.2,Passive,False
R01057,G0198,1,2023-02-11,Saturday,3,3,Bleisure,Deluxe,OTA Rate,203.88,611.64,6.7,Detractor,False
R01058,G0198,2,2024-01-06,Thursday,4,25,Bleisure,Deluxe,OTA Rate,189.67,758.68,7.9,Passive,False
R01059,G0198,3,2024-11-02,Saturday,2,7,Business,Deluxe,OTA Rate,198.72,397.44,7.4,Passive,False
R01060,G0198,4,2023-07-13,Saturday,4,1,Leisure,Standard,OTA Rate,148.79,595.16,6.7,Detractor,False
R01061,G0198,5,2023-06-21,Tuesday,3,13,Leisure,Standard,OTA Rate,154.17,462.51,7.6,Passive,False
R01062,G0199,1,2023-05-01,Saturday,4,16,Business,Junior Suite,Corporate Rate,248.86,995.44,4.5,Detractor,False
R01063,G0200,1,2023-12-18,Saturday,5,22,Leisure,Deluxe,OTA Rate,200.65,1003.25,7.2,Passive,False
R01064,G0201,1,2024-06-09,Sunday,6,77,Leisure,Suite,BAR,420.18,2521.08,5.8,Detractor,False
R01065,G0201,2,2023-04-11,Sunday,3,44,Leisure,Junior Suite,Promotional,294.81,884.43,7.2,Passive,False
R01066,G0202,1,2024-11-04,Saturday,4,8,Leisure,Standard,OTA Rate,143.64,574.56,5.4,Detractor,False
R01067,G0202,2,2023-09-03,Saturday,4,15,Leisure,Suite,OTA Rate,376.76,1507.04,5.6,Detractor,False
R01068,G0203,1,2024-01-10,Friday,4,45,Leisure,Junior Suite,Loyalty Rate,259.9,1039.6,9.3,Promoter,False
R01069,G0203,2,2023-09-04,Saturday,7,77,Bleisure,Junior Suite,Loyalty Rate,257.2,1800.4,8.3,Passive,False
R01070,G0203,3,2024-01-14,Saturday,7,48,Leisure,Suite,BAR,355.16,2486.12,9.0,Promoter,False
R01071,G0203,4,2023-10-02,Sunday,7,39,Leisure,Junior Suite,Loyalty Rate,247.49,1732.43,8.7,Passive,True
R01072,G0203,5,2023-10-05,Sunday,7,62,Leisure,Presidential Suite,Loyalty Rate,608.73,4261.11,9.1,Promoter,True
R01073,G0203,6,2023-03-22,Thursday,7,15,Leisure,Suite,Package,376.53,2635.71,8.8,Passive,False
R01074,G0203,7,2023-11-10,Saturday,6,90,Leisure,Deluxe,BAR,176.54,1059.24,7.7,Passive,False
R01075,G0203,8,2024-01-26,Sunday,3,44,Leisure,Standard,Package,130.77,392.31,9.5,Promoter,True
R01076,G0203,9,2024-08-25,Thursday,5,50,Leisure,Deluxe,BAR,174.42,872.1,8.3,Passive,False
R01077,G0203,10,2024-07-11,Thursday,6,28,Leisure,Junior Suite,Loyalty Rate,245.77,1474.62,7.5,Passive,False
R01078,G0203,11,2023-02-27,Friday,7,42,Leisure,Deluxe,Package,187.13,1309.91,8.4,Passive,False
R01079,G0203,12,2023-01-31,Saturday,6,81,Leisure,Suite,Package,344.82,2068.92,9.9,Promoter,True
R01080,G0203,13,2024-01-13,Friday,6,54,Leisure,Deluxe,Loyalty Rate,188.44,1130.64,9.4,Promoter,True
R01081,G0203,14,2023-06-30,Sunday,5,48,Leisure,Suite,BAR,366.23,1831.15,8.4,Passive,False
R01082,G0203,15,2023-02-19,Wednesday,3,81,Bleisure,Junior Suite,Loyalty Rate,257.85,773.55,8.4,Passive,False
R01083,G0203,16,2023-06-01,Friday,5,87,Leisure,Junior Suite,BAR,248.5,1242.5,8.4,Passive,False
R01084,G0203,17,2023-07-19,Tuesday,3,59,Leisure,Suite,Package,376.35,1129.05,10.0,Promoter,True
R01085,G0204,1,2024-01-12,Friday,3,17,Leisure,Suite,BAR,419.89,1259.67,7.5,Passive,False
R01086,G0204,2,2023-05-12,Wednesday,5,29,Bleisure,Deluxe,Package,195.82,979.1,7.8,Passive,False
R01087,G0205,1,2024-08-10,Tuesday,6,17,Leisure,Suite,OTA Rate,403.08,2418.48,7.5,Passive,False
R01088,G0205,2,2024-05-21,Sunday,3,7,Leisure,Deluxe,OTA Rate,192.03,576.09,7.2,Passive,False
R01089,G0205,3,2024-12-27,Saturday,3,20,Leisure,Junior Suite,OTA Rate,277.56,832.68,6.8,Detractor,False
R01090,G0205,4,2024-10-08,Saturday,4,24,Leisure,Deluxe,OTA Rate,199.0,796.0,6.8,Detractor,False
R01091,G0206,1,2024-11-06,Sunday,4,33,Leisure,Junior Suite,BAR,249.5,998.0,7.7,Passive,False
R01092,G0206,2,2024-12-17,Sunday,7,36,Leisure,Standard,Loyalty Rate,133.71,935.97,8.1,Passive,False
R01093,G0206,3,2024-12-11,Saturday,5,42,Leisure,Standard,Loyalty Rate,127.95,639.75,8.7,Passive,True
R01094,G0206,4,2023-02-05,Tuesday,7,72,Leisure,Standard,Loyalty Rate,135.7,949.9,8.1,Passive,False
R01095,G0206,5,2023-05-04,Saturday,6,18,Leisure,Standard,Loyalty Rate,128.97,773.82,8.7,Passive,True
R01096,G0207,1,2024-10-22,Sunday,7,20,Bleisure,Junior Suite,Corporate Rate,228.3,1598.1,7.1,Passive,False
R01097,G0207,2,2023-04-02,Friday,7,11,Leisure,Junior Suite,Corporate Rate,230.41,1612.87,7.6,Passive,False
R01098,G0207,3,2024-02-17,Tuesday,4,7,Business,Deluxe,Corporate Rate,178.5,714.0,5.9,Detractor,False
R01099,G0207,4,2023-08-10,Sunday,4,19,Leisure,Standard,Corporate Rate,120.78,483.12,8.2,Passive,False
R01100,G0207,5,2024-09-14,Sunday,7,21,Business,Deluxe,Corporate Rate,175.43,1228.01,7.8,Passive,False
R01101,G0208,1,2024-12-02,Wednesday,7,13,Leisure,Standard,OTA Rate,140.63,984.41,7.1,Passive,False
R01102,G0208,2,2024-09-24,Friday,4,29,Leisure,Deluxe,OTA Rate,204.63,818.52,4.3,Detractor,False
R01103,G0209,1,2024-10-12,Friday,3,28,Leisure,Junior Suite,OTA Rate,275.96,827.88,8.0,Passive,False
R01104,G0209,2,2023-10-06,Saturday,4,27,Leisure,Deluxe,OTA Rate,195.64,782.56,6.5,Detractor,False
R01105,G0210,1,2023-11-19,Saturday,4,104,Leisure,Junior Suite,BAR,302.23,1208.92,7.7,Passive,False
R01106,G0210,2,2023-03-15,Friday,5,86,Leisure,Junior Suite,Package,274.64,1373.2,6.3,Detractor,False
R01107,G0211,1,2024-04-29,Friday,4,11,Bleisure,Suite,Corporate Rate,321.0,1284.0,8.9,Passive,True
R01108,G0211,2,2024-08-05,Monday,3,5,Business,Junior Suite,Corporate Rate,235.14,705.42,7.9,Passive,False
R01109,G0211,3,2023-10-02,Wednesday,3,13,Business,Junior Suite,Corporate Rate,230.78,692.34,8.2,Passive,False
R01110,G0211,4,2024-08-06,Tuesday,7,15,Leisure,Suite,Corporate Rate,327.64,2293.48,10.0,Promoter,True
R01111,G0211,5,2024-07-14,Thursday,1,18,Business,Suite,Corporate Rate,351.57,351.57,8.5,Passive,True
R01112,G0211,6,2023-06-22,Monday,1,5,Business,Suite,Corporate Rate,345.22,345.22,8.9,Passive,True
R01113,G0211,7,2024-11-08,Tuesday,1,21,Business,Junior Suite,Corporate Rate,243.19,243.19,9.4,Promoter,False
R01114,G0211,8,2024-09-27,Wednesday,3,17,Business,Junior Suite,Corporate Rate,239.0,717.0,9.1,Promoter,True
R01115,G0211,9,2023-08-09,Tuesday,2,10,Business,Deluxe,Corporate Rate,171.18,342.36,8.8,Passive,False
R01116,G0211,10,2023-05-16,Tuesday,1,17,Business,Presidential Suite,Corporate Rate,607.81,607.81,9.0,Promoter,False
R01117,G0211,11,2024-07-01,Wednesday,2,14,Business,Junior Suite,Corporate Rate,240.98,481.96,10.0,Promoter,True
R01118,G0211,12,2024-10-08,Sunday,4,9,Bleisure,Deluxe,Corporate Rate,161.02,644.08,8.7,Passive,False
R01119,G0211,13,2023-12-03,Monday,3,21,Business,Suite,Corporate Rate,326.45,979.35,8.9,Passive,True
R01120,G0211,14,2023-02-16,Wednesday,2,3,Business,Suite,Corporate Rate,338.6,677.2,9.5,Promoter,True
R01121,G0211,15,2023-10-17,Wednesday,2,18,Business,Standard,Corporate Rate,119.94,239.88,9.6,Promoter,True
R01122,G0211,16,2024-07-28,Tuesday,3,16,Business,Suite,Corporate Rate,331.08,993.24,9.6,Promoter,True
R01123,G0211,17,2024-04-05,Sunday,2,16,Leisure,Suite,Corporate Rate,334.59,669.18,9.2,Promoter,True
R01124,G0211,18,2024-12-08,Thursday,4,4,Leisure,Standard,Corporate Rate,122.84,491.36,7.8,Passive,False
R01125,G0211,19,2023-11-19,Friday,2,21,Bleisure,Suite,Corporate Rate,358.1,716.2,10.0,Promoter,False
R01126,G0211,20,2024-09-23,Wednesday,1,6,Business,Presidential Suite,Corporate Rate,598.72,598.72,7.8,Passive,False
R01127,G0211,21,2024-01-02,Thursday,1,13,Business,Junior Suite,Corporate Rate,242.58,242.58,8.9,Passive,False
R01128,G0211,22,2023-01-09,Tuesday,1,19,Business,Deluxe,Corporate Rate,167.43,167.43,8.1,Passive,False
R01129,G0211,23,2023-07-31,Tuesday,1,13,Business,Suite,Corporate Rate,355.75,355.75,8.6,Passive,False
R01130,G0211,24,2024-07-27,Saturday,5,14,Bleisure,Presidential Suite,Corporate Rate,588.13,2940.65,9.0,Promoter,True
R01131,G0211,25,2023-11-02,Saturday,4,10,Leisure,Junior Suite,Corporate Rate,230.38,921.52,9.0,Promoter,True
R01132,G0212,1,2023-11-09,Friday,6,89,Leisure,Deluxe,BAR,185.74,1114.44,8.1,Passive,False
R01133,G0212,2,2023-09-22,Friday,3,87,Bleisure,Suite,Package,349.68,1049.04,9.4,Promoter,True
R01134,G0212,3,2024-11-23,Saturday,3,32,Leisure,Deluxe,BAR,179.11,537.33,8.5,Passive,True
R01135,G0212,4,2024-05-03,Wednesday,6,82,Leisure,Junior Suite,Package,253.41,1520.46,7.9,Passive,False
R01136,G0212,5,2023-10-04,Monday,1,87,Business,Deluxe,Loyalty Rate,172.6,172.6,8.9,Passive,False
R01137,G0212,6,2023-02-14,Thursday,6,58,Leisure,Deluxe,BAR,184.76,1108.56,9.1,Promoter,True
R01138,G0213,1,2024-04-28,Tuesday,3,8,Leisure,Standard,OTA Rate,142.93,428.79,5.7,Detractor,False
R01139,G0213,2,2024-08-03,Thursday,4,24,Leisure,Junior Suite,OTA Rate,277.23,1108.92,7.5,Passive,False
R01140,G0213,3,2023-01-29,Saturday,4,5,Bleisure,Junior Suite,OTA Rate,264.08,1056.32,7.6,Passive,False
R01141,G0214,1,2024-04-17,Friday,4,88,Bleisure,Junior Suite,Loyalty Rate,246.38,985.52,7.6,Passive,False
R01142,G0214,2,2023-12-12,Sunday,2,92,Leisure,Suite,Package,342.3,684.6,9.2,Promoter,False
R01143,G0214,3,2023-08-12,Thursday,4,91,Leisure,Deluxe,Loyalty Rate,175.66,702.64,8.0,Passive,False
R01144,G0214,4,2024-02-02,Monday,3,91,Business,Deluxe,Package,175.05,525.15,8.2,Passive,False
R01145,G0214,5,2023-07-07,Tuesday,3,115,Business,Standard,Package,129.55,388.65,8.0,Passive,False
R01146,G0214,6,2024-04-13,Thursday,3,104,Bleisure,Standard,Loyalty Rate,136.53,409.59,8.1,Passive,False
R01147,G0215,1,2024-08-16,Thursday,6,20,Business,Suite,Corporate Rate,320.5,1923.0,7.5,Passive,False
R01148,G0215,2,2024-10-28,Thursday,7,11,Business,Junior Suite,Corporate Rate,239.45,1676.15,7.5,Passive,False
R01149,G0215,3,2023-02-21,Thursday,6,17,Business,Presidential Suite,Corporate Rate,563.7,3382.2,10.0,Promoter,True
R01150,G0215,4,2023-02-08,Friday,4,10,Business,Suite,Corporate Rate,350.78,1403.12,8.0,Passive,False
R01151,G0215,5,2024-01-11,Wednesday,7,11,Leisure,Junior Suite,Corporate Rate,232.64,1628.48,7.9,Passive,False
R01152,G0215,6,2024-04-04,Saturday,4,9,Bleisure,Deluxe,Corporate Rate,178.98,715.92,7.0,Passive,False
R01153,G0215,7,2024-09-30,Monday,4,13,Bleisure,Junior Suite,Corporate Rate,250.86,1003.44,8.2,Passive,False
R01154,G0215,8,2023-08-09,Monday,4,9,Business,Junior Suite,Corporate Rate,236.27,945.08,7.6,Passive,False
R01155,G0215,9,2023-03-11,Tuesday,6,14,Bleisure,Presidential Suite,Corporate Rate,559.95,3359.7,10.0,Promoter,False
R01156,G0215,10,2023-05-26,Saturday,5,10,Bleisure,Presidential Suite,Corporate Rate,563.16,2815.8,9.5,Promoter,True
R01157,G0215,11,2024-01-15,Monday,4,21,Business,Suite,Corporate Rate,329.51,1318.04,8.1,Passive,False
R01158,G0215,12,2024-05-14,Monday,4,4,Business,Deluxe,Corporate Rate,165.09,660.36,10.0,Promoter,True
R01159,G0215,13,2024-08-18,Saturday,3,17,Bleisure,Suite,Corporate Rate,357.41,1072.23,9.5,Promoter,False
R01160,G0216,1,2023-05-16,Friday,1,17,Business,Suite,Corporate Rate,348.02,348.02,7.5,Passive,False
R01161,G0216,2,2023-09-23,Saturday,2,18,Bleisure,Junior Suite,Corporate Rate,242.48,484.96,6.1,Detractor,False
R01162,G0216,3,2023-11-25,Friday,3,11,Bleisure,Standard,Corporate Rate,124.56,373.68,9.9,Promoter,True
R01163,G0216,4,2024-07-03,Friday,5,7,Bleisure,Deluxe,Corporate Rate,176.56,882.8,7.0,Passive,False
R01164,G0217,1,2023-03-07,Tuesday,1,21,Business,Suite,Corporate Rate,332.9,332.9,6.5,Detractor,False
R01165,G0217,2,2024-02-08,Thursday,4,19,Bleisure,Junior Suite,Corporate Rate,227.31,909.24,8.9,Passive,True
R01166,G0217,3,2023-09-13,Wednesday,1,8,Business,Standard,Corporate Rate,120.46,120.46,10.0,Promoter,False
R01167,G0217,4,2023-05-03,Saturday,1,10,Business,Junior Suite,Corporate Rate,250.61,250.61,9.2,Promoter,False
